trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	stim_onset	fix_onset	fix_duration
74	enc	enc47	old31	6	nan	0	1	428.602	431.602	1.5
75	enc	enc48	old09	6	nan	0	1	433.102	436.101	0.5
76	enc	enc49	old50	8	nan	0	1	436.601	439.601	0.5
77	enc	enc50	old40	9	nan	0	1	440.101	443.101	2
78	enc	enc51	old04	6	nan	0	1	445.101	448.1	1
79	ctl	ctl25	nan	9	2	695	0	449.1	452.1	2
80	ctl	ctl26	nan	5	nan	0	1	454.1	457.099	4
81	enc	enc52	old48	5	nan	0	1	461.099	464.099	4.5
82	enc	enc53	old65	9	nan	0	1	468.598	471.598	8.5
83	enc	enc54	old46	8	nan	0	1	480.097	483.097	1
84	enc	enc55	old64	8	nan	0	1	484.097	487.097	6
85	ctl	ctl27	nan	6	2	1519	0	493.096	496.096	1.5
86	enc	enc56	old39	6	nan	0	1	497.596	500.596	13
87	ctl	ctl28	nan	6	2	791	0	513.595	516.594	1.5
88	enc	enc57	old56	9	nan	0	1	518.094	521.094	1.5
89	enc	enc58	old73	9	nan	0	1	522.594	525.593	7.5
90	enc	enc59	old63	5	nan	0	1	533.093	536.092	1.5
91	ctl	ctl29	nan	9	2	937	0	537.592	540.592	3.5
92	enc	enc60	old57	8	nan	0	1	544.092	547.091	1
93	ctl	ctl30	nan	8	2	653	0	548.091	551.091	1.5
94	enc	enc61	old12	8	nan	0	1	552.591	555.591	3.5
95	ctl	ctl31	nan	8	2	751	0	559.09	562.09	4.5
96	enc	enc62	old32	5	nan	0	1	566.59	569.589	3
97	ctl	ctl32	nan	5	2	896	0	572.589	575.589	0.5
98	enc	enc63	old71	8	nan	0	1	576.089	579.089	8
99	enc	enc64	old72	9	nan	0	1	587.088	590.088	5
100	ctl	ctl33	nan	9	nan	0	1	595.087	598.087	0.5
101	ctl	ctl34	nan	9	2	654	0	598.587	601.587	1
102	enc	enc65	old76	8	nan	0	1	602.586	605.586	11.5
103	enc	enc66	old69	8	nan	0	1	617.085	620.085	2.5
104	ctl	ctl35	nan	6	2	695	0	622.585	625.584	2
105	enc	enc67	old02	5	nan	0	1	627.601	630.601	0.5
106	enc	enc68	old11	9	nan	0	1	631.101	634.1	1
107	enc	enc69	old37	5	nan	0	1	635.1	638.1	1
108	enc	enc70	old45	9	nan	0	1	639.1	642.1	0.5
109	enc	enc71	old33	8	nan	0	1	642.6	645.599	7.5
110	ctl	ctl36	nan	6	nan	0	1	653.099	656.098	15
111	enc	enc72	old23	6	nan	0	1	671.097	674.097	0.5
112	enc	enc73	old70	9	nan	0	1	674.597	677.596	1
113	ctl	ctl37	nan	5	2	641	0	678.596	681.596	0.5
114	ctl	ctl38	nan	6	2	761	0	682.096	685.096	9
115	enc	enc74	old41	5	nan	0	1	694.095	697.095	6
116	enc	enc75	old52	6	nan	0	1	703.094	706.094	10.5
117	ctl	ctl39	nan	9	2	741	0	716.593	719.593	5
118	enc	enc76	old25	5	nan	0	1	724.592	727.592	1
119	enc	enc77	old30	5	2	1238	0	728.592	731.592	18.5
120	enc	enc78	old16	8	nan	0	1			
