trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	onset	fix_onset	fix_duration
85	ctl	ctl24	nan	8	2	674	0	525.071	528.071	4.5
86	ctl	ctl25	nan	9	2	503	0	532.57	535.57	1.5
87	ctl	ctl26	nan	5	2	435	0	537.07	540.069	0.5
88	enc	enc59	old57	5	2	1856	0	540.569	543.569	10.5
89	ctl	ctl27	nan	6	2	834	0	554.068	557.068	4.5
90	ctl	ctl28	nan	6	2	584	0	561.567	564.567	2
91	enc	enc60	old54	8	2	1110	0	566.567	569.567	1.5
92	ctl	ctl29	nan	9	2	502	0	571.067	574.066	12.5
93	enc	enc61	old04	8	2	1419	0	586.565	589.565	2
94	enc	enc62	old28	5	2	1515	0	591.565	594.564	1
95	enc	enc63	old77	8	2	1688	0	595.564	598.564	4
96	ctl	ctl30	nan	8	2	747	0	602.564	605.563	0.5
97	enc	enc64	old74	9	2	1644	0	606.063	609.063	4
98	enc	enc65	old66	8	2	1712	0	613.063	616.062	3.5
99	enc	enc66	old73	8	2	1191	0	619.562	622.562	1
100	ctl	ctl31	nan	8	2	581	0	623.562	626.561	0.5
101	ctl	ctl32	nan	5	2	627	0	627.061	630.061	2.5
102	enc	enc67	old02	5	2	1832	0	632.561	635.561	0.5
103	ctl	ctl33	nan	9	2	680	0	636.06	639.06	9
104	ctl	ctl34	nan	9	2	522	0	648.059	651.059	2
105	ctl	ctl35	nan	6	2	362	0	653.059	656.059	0.5
106	enc	enc68	old06	9	2	1601	0	656.559	659.558	2
107	ctl	ctl36	nan	6	2	1129	0	661.558	664.558	4.5
108	ctl	ctl37	nan	5	2	536	0	669.057	672.057	4.5
109	ctl	ctl38	nan	6	2	612	0	676.557	679.556	3.5
110	enc	enc69	old31	5	2	499	0	683.056	686.056	1.5
111	enc	enc70	old40	9	2	1832	0	687.556	690.555	4.5
112	enc	enc71	old37	8	2	1510	0	695.055	698.055	0.5
113	enc	enc72	old17	6	2	894	0	698.555	701.554	0.5
114	enc	enc73	old68	9	2	1518	0	702.054	705.054	5
115	ctl	ctl39	nan	9	2	682	0	710.054	713.053	4.5
116	enc	enc74	old50	5	2	1740	0	717.553	720.553	5.5
117	enc	enc75	old42	6	2	1832	0	726.052	729.052	1
118	enc	enc76	old20	5	2	1570	0	730.052	733.051	0.5
119	enc	enc77	old39	5	2	1134	0	733.551	736.551	13.5
120	enc	enc78	old21	8	2	2365	0			
